"year","unitid","inst_name","state_name","years_after_entry","earnings_mean"
"2012","146339","Judson University","Illinois","10","45200"
"2012","146339","Judson University","Illinois","6","35600"
"2012","146339","Judson University","Illinois","8","41300"
"2012","146427","Knox College","Illinois","10","46500"
"2012","146427","Knox College","Illinois","6","28600"
"2012","146427","Knox College","Illinois","8","35600"
"2012","146481","Lake Forest College","Illinois","10","53800"
"2012","146481","Lake Forest College","Illinois","6","35600"
"2012","146481","Lake Forest College","Illinois","8","44200"
"2012","146533","Lakeview College of Nursing","Illinois","10","Suppressed data"
"2012","146533","Lakeview College of Nursing","Illinois","6","56600"
"2012","146533","Lakeview College of Nursing","Illinois","8","58700"
"2012","146612","Lewis University","Illinois","10","50100"
"2012","146612","Lewis University","Illinois","6","40000"
"2012","146612","Lewis University","Illinois","8","45400"
"2012","146621","Lexington College","Illinois","10","Suppressed data"
"2012","146621","Lexington College","Illinois","6","Suppressed data"
"2012","146621","Lexington College","Illinois","8","Suppressed data"
"2012","146667","Lincoln Christian University","Illinois","10","31200"
"2012","146667","Lincoln Christian University","Illinois","6","29800"
"2012","146667","Lincoln Christian University","Illinois","8","32100"
"2012","146676","Lincoln College","Illinois","10","32500"
"2012","146676","Lincoln College","Illinois","6","25600"
"2012","146676","Lincoln College","Illinois","8","28800"
"2012","146719","Loyola University Chicago","Illinois","10","57900"
"2012","146719","Loyola University Chicago","Illinois","6","41700"
"2012","146719","Loyola University Chicago","Illinois","8","51800"
"2012","146755","Trinity College of Nursing & Health Sciences","Illinois","10","45100"
"2012","146755","Trinity College of Nursing & Health Sciences","Illinois","6","40200"
"2012","146755","Trinity College of Nursing & Health Sciences","Illinois","8","44600"
"2012","146825","MacMurray College","Illinois","10","39200"
"2012","146825","MacMurray College","Illinois","6","29400"
"2012","146825","MacMurray College","Illinois","8","33100"
"2012","147013","McKendree University","Illinois","10","45800"
"2012","147013","McKendree University","Illinois","6","36900"
"2012","147013","McKendree University","Illinois","8","42200"
"2012","147129","Methodist College","Illinois","10","Suppressed data"
"2012","147129","Methodist College","Illinois","6","46300"
"2012","147129","Methodist College","Illinois","8","Suppressed data"
"2012","147244","Millikin University","Illinois","10","47500"
"2012","147244","Millikin University","Illinois","6","35900"
"2012","147244","Millikin University","Illinois","8","39800"
"2012","147341","Monmouth College","Illinois","10","45200"
"2012","147341","Monmouth College","Illinois","6","32800"
"2012","147341","Monmouth College","Illinois","8","38400"
"2012","147536","National Louis University","Illinois","10","49000"
"2012","147536","National Louis University","Illinois","6","43600"
"2012","147536","National Louis University","Illinois","8","47200"
"2012","147590","National University of Health Sciences","Illinois","10","43500"
"2012","147590","National University of Health Sciences","Illinois","6","36800"
"2012","147590","National University of Health Sciences","Illinois","8","40700"
"2012","147660","North Central College","Illinois","10","48100"
"2012","147660","North Central College","Illinois","6","36500"
"2012","147660","North Central College","Illinois","8","43000"
"2012","147679","North Park University","Illinois","10","46000"
"2012","147679","North Park University","Illinois","6","35800"
"2012","147679","North Park University","Illinois","8","39800"
"2012","147703","Northern Illinois University","Illinois","10","47400"
"2012","147703","Northern Illinois University","Illinois","6","37000"
"2012","147703","Northern Illinois University","Illinois","8","42400"
"2012","147767","Northwestern University","Illinois","10","88400"
"2012","147767","Northwestern University","Illinois","6","67300"
"2012","147767","Northwestern University","Illinois","8","73500"
"2012","147776","Northeastern Illinois University","Illinois","10","39600"
"2012","147776","Northeastern Illinois University","Illinois","6","32600"
"2012","147776","Northeastern Illinois University","Illinois","8","35300"
"2012","147828","Olivet Nazarene University","Illinois","10","42400"
"2012","147828","Olivet Nazarene University","Illinois","6","34300"
"2012","147828","Olivet Nazarene University","Illinois","8","37500"
"2012","148131","Quincy University","Illinois","10","44300"
"2012","148131","Quincy University","Illinois","6","33100"
"2012","148131","Quincy University","Illinois","8","37900"
"2012","148335","Robert Morris University Illinois","Illinois","10","35100"
"2012","148335","Robert Morris University Illinois","Illinois","6","29700"
"2012","148335","Robert Morris University Illinois","Illinois","8","31300"
"2012","148405","Rockford University","Illinois","10","41500"
"2012","148405","Rockford University","Illinois","6","35800"
"2012","148405","Rockford University","Illinois","8","40600"
"2012","148487","Roosevelt University","Illinois","10","46800"
"2012","148487","Roosevelt University","Illinois","6","36800"
"2012","148487","Roosevelt University","Illinois","8","42500"
"2012","148496","Dominican University","Illinois","10","45700"
"2012","148496","Dominican University","Illinois","6","34900"
"2012","148496","Dominican University","Illinois","8","41800"
"2012","148511","Rush University","Illinois","10","107100"
"2012","148511","Rush University","Illinois","6","69100"
"2012","148511","Rush University","Illinois","8","92600"
"2012","148575","Saint Francis Medical Center College of Nursing","Illinois","10","58300"
"2012","148575","Saint Francis Medical Center College of Nursing","Illinois","6","48700"
"2012","148575","Saint Francis Medical Center College of Nursing","Illinois","8","53700"
"2012","148584","University of St Francis","Illinois","10","47700"
"2012","148584","University of St Francis","Illinois","6","45700"
"2012","148584","University of St Francis","Illinois","8","49100"
"2012","148593","St Johns College","Illinois","10","Suppressed data"
"2012","148593","St Johns College","Illinois","6","Suppressed data"
"2012","148593","St Johns College","Illinois","8","Suppressed data"
"2012","148627","Saint Xavier University","Illinois","10","48100"
"2012","148627","Saint Xavier University","Illinois","6","40800"
"2012","148627","Saint Xavier University","Illinois","8","44500"
"2012","148654","University of Illinois at Springfield","Illinois","10","45400"
"2012","148654","University of Illinois at Springfield","Illinois","6","35700"
"2012","148654","University of Illinois at Springfield","Illinois","8","43700"
"2012","148849","Shimer College","Illinois","10","Suppressed data"
"2012","148849","Shimer College","Illinois","6","Suppressed data"
"2012","148849","Shimer College","Illinois","8","Suppressed data"
"2012","148876","Saint Augustine College","Illinois","10","26700"
"2012","148876","Saint Augustine College","Illinois","6","23600"
"2012","148876","Saint Augustine College","Illinois","8","27000"
"2012","149028","Saint Anthony College of Nursing","Illinois","10","56800"
"2012","149028","Saint Anthony College of Nursing","Illinois","6","53200"
"2012","149028","Saint Anthony College of Nursing","Illinois","8","57900"
"2012","149222","Southern Illinois University Carbondale","Illinois","10","47400"
"2012","149222","Southern Illinois University Carbondale","Illinois","6","34800"
"2012","149222","Southern Illinois University Carbondale","Illinois","8","42100"
"2012","149231","Southern Illinois University Edwardsville","Illinois","10","45900"
"2012","149231","Southern Illinois University Edwardsville","Illinois","6","36300"
"2012","149231","Southern Illinois University Edwardsville","Illinois","8","43200"
"2012","149329","Telshe Yeshiva-Chicago","Illinois","10","Suppressed data"
"2012","149329","Telshe Yeshiva-Chicago","Illinois","6","Suppressed data"
"2012","149329","Telshe Yeshiva-Chicago","Illinois","8","Suppressed data"
"2012","149505","Trinity Christian College","Illinois","10","45500"
"2012","149505","Trinity Christian College","Illinois","6","35600"
"2012","149505","Trinity Christian College","Illinois","8","39200"
"2012","149514","Trinity International University-Illinois","Illinois","10","44200"
"2012","149514","Trinity International University-Illinois","Illinois","6","33100"
"2012","149514","Trinity International University-Illinois","Illinois","8","38000"
"2012","149639","VanderCook College of Music","Illinois","10","Suppressed data"
"2012","149639","VanderCook College of Music","Illinois","6","Suppressed data"
"2012","149639","VanderCook College of Music","Illinois","8","Suppressed data"
"2012","149763","Resurrection University","Illinois","10","Suppressed data"
"2012","149763","Resurrection University","Illinois","6","62300"
"2012","149763","Resurrection University","Illinois","8","65900"
"2012","149772","Western Illinois University","Illinois","10","44900"
"2012","149772","Western Illinois University","Illinois","6","34000"
"2012","149772","Western Illinois University","Illinois","8","40600"
"2012","149781","Wheaton College","Illinois","10","48700"
"2012","149781","Wheaton College","Illinois","6","35700"
"2012","149781","Wheaton College","Illinois","8","46800"
"2012","156189","Alice Lloyd College","Kentucky","10","40800"
"2012","156189","Alice Lloyd College","Kentucky","6","28600"
"2012","156189","Alice Lloyd College","Kentucky","8","31400"
"2012","156213","Asbury University","Kentucky","10","35500"
"2012","156213","Asbury University","Kentucky","6","28400"
"2012","156213","Asbury University","Kentucky","8","33000"
"2012","156222","Asbury Theological Seminary","Kentucky","10","47400"
"2012","156222","Asbury Theological Seminary","Kentucky","6","41600"
"2012","156222","Asbury Theological Seminary","Kentucky","8","41200"
"2012","156286","Bellarmine University","Kentucky","10","49400"
"2012","156286","Bellarmine University","Kentucky","6","38900"
"2012","156286","Bellarmine University","Kentucky","8","44800"
"2012","156295","Berea College","Kentucky","10","36600"
"2012","156295","Berea College","Kentucky","6","24900"
"2012","156295","Berea College","Kentucky","8","30000"
"2012","156356","Brescia University","Kentucky","10","39800"
"2012","156356","Brescia University","Kentucky","6","32900"
"2012","156356","Brescia University","Kentucky","8","38400"
"2012","156365","Campbellsville University","Kentucky","10","35900"
"2012","156365","Campbellsville University","Kentucky","6","26300"
"2012","156365","Campbellsville University","Kentucky","8","29900"
"2012","156408","Centre College","Kentucky","10","50800"
"2012","156408","Centre College","Kentucky","6","36300"
"2012","156408","Centre College","Kentucky","8","41000"
"2012","156417","Clear Creek Baptist Bible College","Kentucky","10","34500"
"2012","156417","Clear Creek Baptist Bible College","Kentucky","6","27300"
"2012","156417","Clear Creek Baptist Bible College","Kentucky","8","27200"
"2012","156541","University of the Cumberlands","Kentucky","10","33700"
"2012","156541","University of the Cumberlands","Kentucky","6","28300"
"2012","156541","University of the Cumberlands","Kentucky","8","33000"
"2012","156620","Eastern Kentucky University","Kentucky","10","37300"
"2012","156620","Eastern Kentucky University","Kentucky","6","30000"
"2012","156620","Eastern Kentucky University","Kentucky","8","33800"
"2012","156745","Georgetown College","Kentucky","10","45900"
"2012","156745","Georgetown College","Kentucky","6","30000"
"2012","156745","Georgetown College","Kentucky","8","40100"
"2012","157030","Kentucky Mountain Bible College","Kentucky","10","Suppressed data"
"2012","157030","Kentucky Mountain Bible College","Kentucky","6","Suppressed data"
"2012","157030","Kentucky Mountain Bible College","Kentucky","8","Suppressed data"
"2012","157058","Kentucky State University","Kentucky","10","31100"
"2012","157058","Kentucky State University","Kentucky","6","24300"
"2012","157058","Kentucky State University","Kentucky","8","26600"
"2012","157076","Kentucky Wesleyan College","Kentucky","10","40700"
"2012","157076","Kentucky Wesleyan College","Kentucky","6","29700"
"2012","157076","Kentucky Wesleyan College","Kentucky","8","34200"
"2012","157085","University of Kentucky","Kentucky","10","48500"
"2012","157085","University of Kentucky","Kentucky","6","41500"
"2012","157085","University of Kentucky","Kentucky","8","46400"
"2012","157100","Kentucky Christian University","Kentucky","10","31600"
"2012","157100","Kentucky Christian University","Kentucky","6","27000"
"2012","157100","Kentucky Christian University","Kentucky","8","29600"
"2012","157216","Lindsey Wilson College","Kentucky","10","29100"
"2012","157216","Lindsey Wilson College","Kentucky","6","23200"
"2012","157216","Lindsey Wilson College","Kentucky","8","27100"
"2012","157289","University of Louisville","Kentucky","10","45000"
"2012","157289","University of Louisville","Kentucky","6","35800"
"2012","157289","University of Louisville","Kentucky","8","41100"
"2012","157298","Louisville Presbyterian Theological Seminary","Kentucky","10","Suppressed data"
"2012","157298","Louisville Presbyterian Theological Seminary","Kentucky","6","Suppressed data"
"2012","157298","Louisville Presbyterian Theological Seminary","Kentucky","8","Suppressed data"
"2012","157359","Mid-Continent University","Kentucky","10","45100"
"2012","157359","Mid-Continent University","Kentucky","6","38700"
"2012","157359","Mid-Continent University","Kentucky","8","44500"
"2012","157377","Midway College","Kentucky","10","40200"
"2012","157377","Midway College","Kentucky","6","29900"
"2012","157377","Midway College","Kentucky","8","34000"
"2012","157386","Morehead State University","Kentucky","10","33200"
"2012","157386","Morehead State University","Kentucky","6","26800"
"2012","157386","Morehead State University","Kentucky","8","30900"
"2012","157401","Murray State University","Kentucky","10","40000"
"2012","157401","Murray State University","Kentucky","6","31200"
"2012","157401","Murray State University","Kentucky","8","36300"
"2012","157447","Northern Kentucky University","Kentucky","10","38900"
"2012","157447","Northern Kentucky University","Kentucky","6","31700"
"2012","157447","Northern Kentucky University","Kentucky","8","35600"
"2012","157535","University of Pikeville","Kentucky","10","34600"
"2012","157535","University of Pikeville","Kentucky","6","30000"
"2012","157535","University of Pikeville","Kentucky","8","33100"
"2012","157632","Saint Catharine College","Kentucky","10","32800"
"2012","157632","Saint Catharine College","Kentucky","6","27800"
"2012","157632","Saint Catharine College","Kentucky","8","31700"
"2012","157757","Spalding University","Kentucky","10","44700"
"2012","157757","Spalding University","Kentucky","6","39100"
"2012","157757","Spalding University","Kentucky","8","42600"
"2012","157809","Thomas More College","Kentucky","10","52000"
"2012","157809","Thomas More College","Kentucky","6","45600"
"2012","157809","Thomas More College","Kentucky","8","49400"
"2012","157818","Transylvania University","Kentucky","10","46300"
"2012","157818","Transylvania University","Kentucky","6","33400"
"2012","157818","Transylvania University","Kentucky","8","39000"
"2012","157863","Union College","Kentucky","10","33700"
"2012","157863","Union College","Kentucky","6","26500"
"2012","157863","Union College","Kentucky","8","31300"
"2012","157951","Western Kentucky University","Kentucky","10","36800"
"2012","157951","Western Kentucky University","Kentucky","6","29900"
"2012","157951","Western Kentucky University","Kentucky","8","33300"
"2012","260947","Christian Life College","Illinois","10","Suppressed data"
"2012","260947","Christian Life College","Illinois","6","Suppressed data"
"2012","260947","Christian Life College","Illinois","8","Suppressed data"
"2011","142832","Adler School of Professional Psychology","Illinois","10","Suppressed data"
"2011","142832","Adler School of Professional Psychology","Illinois","6","Suppressed data"
"2011","142832","Adler School of Professional Psychology","Illinois","8","Suppressed data"
"2011","143048","School of the Art Institute of Chicago","Illinois","10","35700"
"2011","143048","School of the Art Institute of Chicago","Illinois","6","27600"
"2011","143048","School of the Art Institute of Chicago","Illinois","8","33200"
"2011","143084","Augustana College","Illinois","10","53800"
"2011","143084","Augustana College","Illinois","6","36400"
"2011","143084","Augustana College","Illinois","8","46900"
"2011","143118","Aurora University","Illinois","10","45500"
"2011","143118","Aurora University","Illinois","6","36500"
"2011","143118","Aurora University","Illinois","8","38100"
"2011","143288","Blackburn College","Illinois","10","40400"
"2011","143288","Blackburn College","Illinois","6","29500"
"2011","143288","Blackburn College","Illinois","8","34000"
"2011","143297","Blessing Rieman College of Nursing","Illinois","10","48300"
"2011","143297","Blessing Rieman College of Nursing","Illinois","6","48000"
"2011","143297","Blessing Rieman College of Nursing","Illinois","8","45000"
"2011","143358","Bradley University","Illinois","10","57700"
"2011","143358","Bradley University","Illinois","6","41700"
"2011","143358","Bradley University","Illinois","8","49700"
"2011","143853","Midwestern University-Downers Grove","Illinois","10","132700"
"2011","143853","Midwestern University-Downers Grove","Illinois","6","102900"
"2011","143853","Midwestern University-Downers Grove","Illinois","8","119300"
"2011","143978","The Chicago School of Professional Psychology at Chicago","Illinois","10","Suppressed data"
"2011","143978","The Chicago School of Professional Psychology at Chicago","Illinois","6","Suppressed data"
"2011","144005","Chicago State University","Illinois","10","36700"
"2011","144005","Chicago State University","Illinois","6","29600"
"2011","144005","Chicago State University","Illinois","8","34700"
"2011","144050","University of Chicago","Illinois","10","95800"
"2011","144050","University of Chicago","Illinois","6","69800"
"2011","144050","University of Chicago","Illinois","8","86100"
"2011","144281","Columbia College-Chicago","Illinois","10","36000"
"2011","144281","Columbia College-Chicago","Illinois","6","27600"
"2011","144281","Columbia College-Chicago","Illinois","8","32300"
"2011","144351","Concordia University-Chicago","Illinois","10","43200"
"2011","144351","Concordia University-Chicago","Illinois","6","30300"
"2011","144351","Concordia University-Chicago","Illinois","8","39000"
"2011","144740","DePaul University","Illinois","10","56800"
"2011","144740","DePaul University","Illinois","6","41600"
"2011","144740","DePaul University","Illinois","8","49400"
"2011","144883","East-West University","Illinois","10","26500"
"2011","144883","East-West University","Illinois","6","21500"
"2011","144883","East-West University","Illinois","8","24400"
"2011","144892","Eastern Illinois University","Illinois","10","44400"
"2011","144892","Eastern Illinois University","Illinois","6","32500"
"2011","144892","Eastern Illinois University","Illinois","8","38000"
"2011","144962","Elmhurst College","Illinois","10","50300"
"2011","144962","Elmhurst College","Illinois","6","38000"
"2011","144962","Elmhurst College","Illinois","8","45700"
"2011","144971","Eureka College","Illinois","10","39800"
"2011","144971","Eureka College","Illinois","6","32500"
"2011","144971","Eureka College","Illinois","8","32600"
"2011","145275","Garrett-Evangelical Theological Seminary","Illinois","10","Suppressed data"
"2011","145275","Garrett-Evangelical Theological Seminary","Illinois","6","Suppressed data"
"2011","145275","Garrett-Evangelical Theological Seminary","Illinois","8","Suppressed data"
"2011","145336","Governors State University","Illinois","10","45300"
"2011","145336","Governors State University","Illinois","6","38300"
"2011","145336","Governors State University","Illinois","8","39500"
"2011","145372","Greenville College","Illinois","10","40000"
"2011","145372","Greenville College","Illinois","6","29300"
"2011","145372","Greenville College","Illinois","8","35800"
"2011","145497","Hebrew Theological College","Illinois","10","28600"
"2011","145497","Hebrew Theological College","Illinois","6","20800"
"2011","145497","Hebrew Theological College","Illinois","8","25500"
"2011","145558","Rosalind Franklin University of Medicine and Science","Illinois","10","193300"
"2011","145558","Rosalind Franklin University of Medicine and Science","Illinois","6","77500"
"2011","145558","Rosalind Franklin University of Medicine and Science","Illinois","8","125000"
"2011","145600","University of Illinois at Chicago","Illinois","10","61700"
"2011","145600","University of Illinois at Chicago","Illinois","6","41300"
"2011","145600","University of Illinois at Chicago","Illinois","8","54400"
"2011","145619","Benedictine University","Illinois","10","55900"
"2011","145619","Benedictine University","Illinois","6","40500"
"2011","145619","Benedictine University","Illinois","8","46900"
"2011","145628","Illinois College of Optometry","Illinois","10","86600"
"2011","145628","Illinois College of Optometry","Illinois","6","91900"
"2011","145628","Illinois College of Optometry","Illinois","8","86200"
"2011","145637","University of Illinois at Urbana-Champaign","Illinois","10","65600"
"2011","145637","University of Illinois at Urbana-Champaign","Illinois","6","47400"
"2011","145637","University of Illinois at Urbana-Champaign","Illinois","8","56900"
"2011","145646","Illinois Wesleyan University","Illinois","10","62100"
"2011","145646","Illinois Wesleyan University","Illinois","6","43100"
"2011","145646","Illinois Wesleyan University","Illinois","8","51100"
"2011","145691","Illinois College","Illinois","10","42000"
"2011","145691","Illinois College","Illinois","6","31600"
"2011","145691","Illinois College","Illinois","8","38200"
"2011","145725","Illinois Institute of Technology","Illinois","10","71700"
"2011","145725","Illinois Institute of Technology","Illinois","6","54800"
"2011","145725","Illinois Institute of Technology","Illinois","8","70000"
"2011","145813","Illinois State University","Illinois","10","49200"
"2011","145813","Illinois State University","Illinois","6","37000"
"2011","145813","Illinois State University","Illinois","8","43000"
"2011","146241","The John Marshall Law School","Illinois","10","Suppressed data"
"2011","146339","Judson University","Illinois","10","44700"
"2011","146339","Judson University","Illinois","6","37000"
"2011","146339","Judson University","Illinois","8","40400"
"2011","146427","Knox College","Illinois","10","46300"
"2011","146427","Knox College","Illinois","6","28200"
"2011","146427","Knox College","Illinois","8","37100"
"2011","146481","Lake Forest College","Illinois","10","55200"
"2011","146481","Lake Forest College","Illinois","6","34900"
"2011","146481","Lake Forest College","Illinois","8","46400"
"2011","146490","Lake Forest Graduate School of Management","Illinois","10","Suppressed data"
"2011","146490","Lake Forest Graduate School of Management","Illinois","6","Suppressed data"
"2011","146490","Lake Forest Graduate School of Management","Illinois","8","Suppressed data"
"2011","146533","Lakeview College of Nursing","Illinois","10","Suppressed data"
"2011","146533","Lakeview College of Nursing","Illinois","6","55800"
"2011","146533","Lakeview College of Nursing","Illinois","8","50300"
"2011","146612","Lewis University","Illinois","10","52400"
"2011","146612","Lewis University","Illinois","6","40100"
"2011","146612","Lewis University","Illinois","8","47000"
"2011","146621","Lexington College","Illinois","10","Suppressed data"
"2011","146621","Lexington College","Illinois","6","Suppressed data"
"2011","146621","Lexington College","Illinois","8","Suppressed data"
"2011","146667","Lincoln Christian University","Illinois","10","32600"
"2011","146667","Lincoln Christian University","Illinois","6","29100"
"2011","146667","Lincoln Christian University","Illinois","8","30800"
"2011","146676","Lincoln College","Illinois","10","31400"
"2011","146676","Lincoln College","Illinois","6","24800"
"2011","146676","Lincoln College","Illinois","8","29400"
"2011","146719","Loyola University-Chicago","Illinois","10","56800"
"2011","146719","Loyola University-Chicago","Illinois","6","42600"
"2011","146719","Loyola University-Chicago","Illinois","8","50600"
"2011","146755","Trinity College of Nursing & Health Sciences","Illinois","10","46500"
"2011","146755","Trinity College of Nursing & Health Sciences","Illinois","6","43500"
"2011","146755","Trinity College of Nursing & Health Sciences","Illinois","8","45000"
"2011","146825","MacMurray College","Illinois","10","39900"
"2011","146825","MacMurray College","Illinois","6","29700"
"2011","146825","MacMurray College","Illinois","8","35000"
"2011","146977","McCormick Theological Seminary","Illinois","8","Suppressed data"
"2011","147013","McKendree University","Illinois","10","45000"
"2011","147013","McKendree University","Illinois","6","36500"
"2011","147013","McKendree University","Illinois","8","44200"
"2011","147031","Meadville Lombard Theological School","Illinois","10","Suppressed data"
"2011","147129","Methodist College of Nursing","Illinois","10","Suppressed data"
"2011","147129","Methodist College of Nursing","Illinois","6","Suppressed data"
"2011","147129","Methodist College of Nursing","Illinois","8","Suppressed data"
"2011","147244","Millikin University","Illinois","10","47400"
"2011","147244","Millikin University","Illinois","6","35900"
"2011","147244","Millikin University","Illinois","8","41500"
"2011","147341","Monmouth College","Illinois","10","43800"
"2011","147341","Monmouth College","Illinois","6","33900"
"2011","147341","Monmouth College","Illinois","8","38600"
"2011","147536","National Louis University","Illinois","10","51100"
"2011","147536","National Louis University","Illinois","6","43500"
"2011","147536","National Louis University","Illinois","8","46700"
"2011","147590","National University of Health Sciences","Illinois","10","53000"
"2011","147590","National University of Health Sciences","Illinois","6","36000"
"2011","147590","National University of Health Sciences","Illinois","8","40300"
"2011","147660","North Central College","Illinois","10","48300"
"2011","147660","North Central College","Illinois","6","37700"
"2011","147660","North Central College","Illinois","8","41800"
"2011","147679","North Park University","Illinois","10","44600"
"2011","147679","North Park University","Illinois","6","35200"
"2011","147679","North Park University","Illinois","8","40700"
"2011","147703","Northern Illinois University","Illinois","10","47700"
"2011","147703","Northern Illinois University","Illinois","6","36600"
"2011","147703","Northern Illinois University","Illinois","8","42500"
"2011","147767","Northwestern University","Illinois","10","85600"
"2011","147767","Northwestern University","Illinois","6","65600"
"2011","147767","Northwestern University","Illinois","8","78000"
"2011","147776","Northeastern Illinois University","Illinois","10","39300"
"2011","147776","Northeastern Illinois University","Illinois","6","32000"
"2011","147776","Northeastern Illinois University","Illinois","8","35400"
"2011","147828","Olivet Nazarene University","Illinois","10","42100"
"2011","147828","Olivet Nazarene University","Illinois","6","33100"
"2011","147828","Olivet Nazarene University","Illinois","8","38700"
"2011","148131","Quincy University","Illinois","10","42300"
"2011","148131","Quincy University","Illinois","6","31000"
"2011","148131","Quincy University","Illinois","8","39800"
"2011","148335","Robert Morris University Illinois","Illinois","10","36500"
"2011","148335","Robert Morris University Illinois","Illinois","6","29400"
"2011","148335","Robert Morris University Illinois","Illinois","8","31100"
"2011","148405","Rockford College","Illinois","10","41100"
"2011","148405","Rockford College","Illinois","6","36500"
"2011","148405","Rockford College","Illinois","8","39500"
"2011","148487","Roosevelt University","Illinois","10","47500"
"2011","148487","Roosevelt University","Illinois","6","36700"
"2011","148487","Roosevelt University","Illinois","8","43400"
"2011","148496","Dominican University","Illinois","10","46600"
"2011","148496","Dominican University","Illinois","6","33800"
"2011","148496","Dominican University","Illinois","8","41700"
"2011","148511","Rush University","Illinois","10","104800"
"2011","148511","Rush University","Illinois","6","70900"
"2011","148511","Rush University","Illinois","8","87900"
"2011","148575","Saint Francis Medical Center College of Nursing","Illinois","10","58000"
"2011","148575","Saint Francis Medical Center College of Nursing","Illinois","6","49100"
"2011","148575","Saint Francis Medical Center College of Nursing","Illinois","8","52700"
"2011","148584","University of St Francis","Illinois","10","47900"
"2011","148584","University of St Francis","Illinois","6","46100"
"2011","148584","University of St Francis","Illinois","8","47500"
"2011","148593","St Johns College","Illinois","10","Suppressed data"
"2011","148593","St Johns College","Illinois","6","Suppressed data"
"2011","148593","St Johns College","Illinois","8","Suppressed data"
"2011","148627","Saint Xavier University","Illinois","10","48400"
"2011","148627","Saint Xavier University","Illinois","6","40600"
"2011","148627","Saint Xavier University","Illinois","8","43700"
"2011","148654","University of Illinois at Springfield","Illinois","10","44600"
"2011","148654","University of Illinois at Springfield","Illinois","6","37300"
"2011","148654","University of Illinois at Springfield","Illinois","8","42700"
"2011","148849","Shimer College","Illinois","10","Suppressed data"
"2011","148849","Shimer College","Illinois","6","Suppressed data"
"2011","148849","Shimer College","Illinois","8","Suppressed data"
"2011","148876","Saint Augustine College","Illinois","10","26800"
"2011","148876","Saint Augustine College","Illinois","6","24100"
"2011","148876","Saint Augustine College","Illinois","8","27100"
"2011","148885","University of Saint Mary of the Lake","Illinois","10","Suppressed data"
"2011","148885","University of Saint Mary of the Lake","Illinois","8","Suppressed data"
"2011","149028","Saint Anthony College of Nursing","Illinois","10","53500"
"2011","149028","Saint Anthony College of Nursing","Illinois","6","54400"
"2011","149028","Saint Anthony College of Nursing","Illinois","8","58700"
"2011","149222","Southern Illinois University Carbondale","Illinois","10","47000"
"2011","149222","Southern Illinois University Carbondale","Illinois","6","35100"
"2011","149222","Southern Illinois University Carbondale","Illinois","8","41800"
"2011","149231","Southern Illinois University Edwardsville","Illinois","10","46700"
"2011","149231","Southern Illinois University Edwardsville","Illinois","6","37000"
"2011","149231","Southern Illinois University Edwardsville","Illinois","8","42200"
"2011","149329","Telshe Yeshiva-Chicago","Illinois","10","Suppressed data"
"2011","149329","Telshe Yeshiva-Chicago","Illinois","6","Suppressed data"
"2011","149329","Telshe Yeshiva-Chicago","Illinois","8","Suppressed data"
"2011","149505","Trinity Christian College","Illinois","10","44100"
"2011","149505","Trinity Christian College","Illinois","6","35900"
"2011","149505","Trinity Christian College","Illinois","8","40100"
"2011","149514","Trinity International University-Illinois","Illinois","10","43200"
"2011","149514","Trinity International University-Illinois","Illinois","6","31700"
"2011","149514","Trinity International University-Illinois","Illinois","8","41300"
"2011","149639","VanderCook College of Music","Illinois","10","Suppressed data"
"2011","149639","VanderCook College of Music","Illinois","6","Suppressed data"
"2011","149639","VanderCook College of Music","Illinois","8","Suppressed data"
"2011","149763","Resurrection University","Illinois","10","Suppressed data"
"2011","149763","Resurrection University","Illinois","6","58000"
"2011","149763","Resurrection University","Illinois","8","66800"
"2011","149772","Western Illinois University","Illinois","10","44700"
"2011","149772","Western Illinois University","Illinois","6","34500"
"2011","149772","Western Illinois University","Illinois","8","40500"
"2011","149781","Wheaton College","Illinois","10","51500"
"2011","149781","Wheaton College","Illinois","6","37300"
"2011","149781","Wheaton College","Illinois","8","43700"
"2011","156189","Alice Lloyd College","Kentucky","10","39100"
"2011","156189","Alice Lloyd College","Kentucky","6","27400"
"2011","156189","Alice Lloyd College","Kentucky","8","32700"
"2011","156213","Asbury University","Kentucky","10","36100"
"2011","156213","Asbury University","Kentucky","6","28700"
"2011","156213","Asbury University","Kentucky","8","33000"
"2011","156222","Asbury Theological Seminary","Kentucky","10","44800"
"2011","156222","Asbury Theological Seminary","Kentucky","6","42700"
"2011","156222","Asbury Theological Seminary","Kentucky","8","44700"
"2011","156286","Bellarmine University","Kentucky","10","49000"
"2011","156286","Bellarmine University","Kentucky","6","39300"
"2011","156286","Bellarmine University","Kentucky","8","45800"
"2011","156295","Berea College","Kentucky","10","37500"
"2011","156295","Berea College","Kentucky","6","26100"
"2011","156295","Berea College","Kentucky","8","31200"
"2011","156356","Brescia University","Kentucky","10","40500"
"2011","156356","Brescia University","Kentucky","6","35500"
"2011","156356","Brescia University","Kentucky","8","37000"
"2011","156365","Campbellsville University","Kentucky","10","35500"
"2011","156365","Campbellsville University","Kentucky","6","25400"
"2011","156365","Campbellsville University","Kentucky","8","31000"
"2011","156408","Centre College","Kentucky","10","50600"
"2011","156408","Centre College","Kentucky","6","32900"
"2011","156408","Centre College","Kentucky","8","42100"
"2011","156417","Clear Creek Baptist Bible College","Kentucky","10","31200"
"2011","156417","Clear Creek Baptist Bible College","Kentucky","6","26300"
